la_name,band,rank,la_code,count
South Ayrshire,vigintile,5,S12000028,5
South Ayrshire,vigintile,6,S12000028,6
South Ayrshire,vigintile,7,S12000028,14
South Ayrshire,vigintile,8,S12000028,10
South Ayrshire,vigintile,9,S12000028,17
South Ayrshire,vigintile,10,S12000028,8
South Ayrshire,vigintile,11,S12000028,4
South Ayrshire,vigintile,12,S12000028,4
South Ayrshire,vigintile,13,S12000028,8
South Ayrshire,vigintile,14,S12000028,4
South Ayrshire,vigintile,15,S12000028,1
South Ayrshire,vigintile,16,S12000028,10
South Ayrshire,vigintile,17,S12000028,9
South Ayrshire,vigintile,18,S12000028,13
South Ayrshire,vigintile,19,S12000028,8
South Ayrshire,vigintile,20,S12000028,4
South Lanarkshire,decile,1,S12000029,43
South Lanarkshire,decile,2,S12000029,45
South Lanarkshire,decile,3,S12000029,59
South Lanarkshire,decile,4,S12000029,48
South Lanarkshire,decile,5,S12000029,43
South Lanarkshire,decile,6,S12000029,43
South Lanarkshire,decile,7,S12000029,32
South Lanarkshire,decile,8,S12000029,45
South Lanarkshire,decile,9,S12000029,48
South Lanarkshire,decile,10,S12000029,25
South Lanarkshire,quintile,1,S12000029,88
South Lanarkshire,quintile,2,S12000029,107
South Lanarkshire,quintile,3,S12000029,86
South Lanarkshire,quintile,4,S12000029,77
South Lanarkshire,quintile,5,S12000029,73
South Lanarkshire,vigintile,1,S12000029,20
South Lanarkshire,vigintile,2,S12000029,23
South Lanarkshire,vigintile,3,S12000029,17
South Lanarkshire,vigintile,4,S12000029,28
South Lanarkshire,vigintile,5,S12000029,29
South Lanarkshire,vigintile,6,S12000029,30
South Lanarkshire,vigintile,7,S12000029,22
South Lanarkshire,vigintile,8,S12000029,26
South Lanarkshire,vigintile,9,S12000029,26
South Lanarkshire,vigintile,10,S12000029,17
South Lanarkshire,vigintile,11,S12000029,24
South Lanarkshire,vigintile,12,S12000029,19
South Lanarkshire,vigintile,13,S12000029,18
South Lanarkshire,vigintile,14,S12000029,14
South Lanarkshire,vigintile,15,S12000029,22
South Lanarkshire,vigintile,16,S12000029,23
South Lanarkshire,vigintile,17,S12000029,23
South Lanarkshire,vigintile,18,S12000029,25
South Lanarkshire,vigintile,19,S12000029,20
South Lanarkshire,vigintile,20,S12000029,5
Stirling,decile,1,S12000030,7
Stirling,decile,2,S12000030,8
Stirling,decile,3,S12000030,7
Stirling,decile,4,S12000030,10
Stirling,decile,5,S12000030,7
Stirling,decile,6,S12000030,11
Stirling,decile,7,S12000030,19
Stirling,decile,8,S12000030,19
Stirling,decile,9,S12000030,14
Stirling,decile,10,S12000030,19
Stirling,quintile,1,S12000030,15
Stirling,quintile,2,S12000030,17
Stirling,quintile,3,S12000030,18
Stirling,quintile,4,S12000030,38
Stirling,quintile,5,S12000030,33
Stirling,vigintile,1,S12000030,2
Stirling,vigintile,2,S12000030,5
Stirling,vigintile,3,S12000030,2
Stirling,vigintile,4,S12000030,6
Stirling,vigintile,5,S12000030,3
Stirling,vigintile,6,S12000030,4
Stirling,vigintile,7,S12000030,6
Stirling,vigintile,8,S12000030,4
Stirling,vigintile,9,S12000030,3
Stirling,vigintile,10,S12000030,4
Stirling,vigintile,11,S12000030,5
Stirling,vigintile,12,S12000030,6
Stirling,vigintile,13,S12000030,7
Stirling,vigintile,14,S12000030,12
Stirling,vigintile,15,S12000030,10
Stirling,vigintile,16,S12000030,9
Stirling,vigintile,17,S12000030,7
Stirling,vigintile,18,S12000030,7
Stirling,vigintile,19,S12000030,9
Stirling,vigintile,20,S12000030,10
West Dunbartonshire,decile,1,S12000039,21
West Dunbartonshire,decile,2,S12000039,27
West Dunbartonshire,decile,3,S12000039,18
West Dunbartonshire,decile,4,S12000039,13
West Dunbartonshire,decile,5,S12000039,14
West Dunbartonshire,decile,6,S12000039,6
West Dunbartonshire,decile,7,S12000039,8
West Dunbartonshire,decile,8,S12000039,7
West Dunbartonshire,decile,9,S12000039,4
West Dunbartonshire,decile,10,S12000039,3
West Dunbartonshire,quintile,1,S12000039,48
West Dunbartonshire,quintile,2,S12000039,31
West Dunbartonshire,quintile,3,S12000039,20
West Dunbartonshire,quintile,4,S12000039,15
West Dunbartonshire,quintile,5,S12000039,7
West Dunbartonshire,vigintile,1,S12000039,9
West Dunbartonshire,vigintile,2,S12000039,12
West Dunbartonshire,vigintile,3,S12000039,17
West Dunbartonshire,vigintile,4,S12000039,10
West Dunbartonshire,vigintile,5,S12000039,6
West Dunbartonshire,vigintile,6,S12000039,12
West Dunbartonshire,vigintile,7,S12000039,2
West Dunbartonshire,vigintile,8,S12000039,11
West Dunbartonshire,vigintile,9,S12000039,6
West Dunbartonshire,vigintile,10,S12000039,8
West Dunbartonshire,vigintile,11,S12000039,3
West Dunbartonshire,vigintile,12,S12000039,3
West Dunbartonshire,vigintile,13,S12000039,5
West Dunbartonshire,vigintile,14,S12000039,3
West Dunbartonshire,vigintile,15,S12000039,3
West Dunbartonshire,vigintile,16,S12000039,4
West Dunbartonshire,vigintile,17,S12000039,2
West Dunbartonshire,vigintile,18,S12000039,2
West Dunbartonshire,vigintile,19,S12000039,3
West Lothian,decile,1,S12000040,11
West Lothian,decile,2,S12000040,24
West Lothian,decile,3,S12000040,40
West Lothian,decile,4,S12000040,29
West Lothian,decile,5,S12000040,18
West Lothian,decile,6,S12000040,29
West Lothian,decile,7,S12000040,19
West Lothian,decile,8,S12000040,21
West Lothian,decile,9,S12000040,22
West Lothian,decile,10,S12000040,26
West Lothian,quintile,1,S12000040,35
West Lothian,quintile,2,S12000040,69
West Lothian,quintile,3,S12000040,47
West Lothian,quintile,4,S12000040,40
West Lothian,quintile,5,S12000040,48
West Lothian,vigintile,1,S12000040,4
West Lothian,vigintile,2,S12000040,7
West Lothian,vigintile,3,S12000040,8
West Lothian,vigintile,4,S12000040,16
West Lothian,vigintile,5,S12000040,22
West Lothian,vigintile,6,S12000040,18
West Lothian,vigintile,7,S12000040,16
West Lothian,vigintile,8,S12000040,13
West Lothian,vigintile,9,S12000040,8
West Lothian,vigintile,10,S12000040,10
West Lothian,vigintile,11,S12000040,18
West Lothian,vigintile,12,S12000040,11
West Lothian,vigintile,13,S12000040,8
West Lothian,vigintile,14,S12000040,11
West Lothian,vigintile,15,S12000040,10
West Lothian,vigintile,16,S12000040,11
West Lothian,vigintile,17,S12000040,12
West Lothian,vigintile,18,S12000040,10
West Lothian,vigintile,19,S12000040,15
West Lothian,vigintile,20,S12000040,11
